42,12,225,12,225,26,42,26,THEWICKEDSPOON
67,27,198,27,198,42,67,42,Chinese&ThaiCuisine
57,42,209,42,209,57,57,57,"ShopNo.38&39,VishalCHS"
25,56,240,56,240,71,25,71,"NrSilver Park Fire Brigade,Mira Road"
59,70,207,70,207,86,59,86,"Nob:9769235465,9987615171"
78,86,183,86,183,99,78,99,--CASHMEMO--
19,100,107,100,107,115,19,115,Date:05/08/22
130,100,208,100,208,115,130,115,B111No.:46
17,112,70,112,70,130,17,130,T.No.:3
128,113,202,113,202,129,128,129,N.No.:1
21,144,83,144,83,155,21,155,Particulars
142,143,234,143,234,156,142,156,Qty RateAmount
21,169,139,169,139,182,21,182,ROASTEDBBQCHIWINGS
168,170,188,170,188,182,168,182,200
212,169,232,169,232,182,212,182,200
22,182,134,182,134,196,22,196,THEWICKED SPOON SPL
164,181,189,181,189,196,164,196,235
212,182,230,182,230,195,212,195,235
22,195,70,195,70,210,22,210,CHIRICE
114,220,177,220,177,232,114,232,Sub Total :
195,218,233,218,233,233,195,233,435.00
92,233,177,233,177,247,92,247,FoodDis@10%:
201,231,234,231,234,245,201,245,43.00
113,258,178,258,178,273,113,273,Net Total :
196,257,235,257,235,272,196,272,392.00
19,288,50,288,50,300,19,300,2/2/2
68,287,143,287,143,299,68,299,Grand Total :
195,283,235,283,235,301,195,301,392
17,314,143,314,143,328,17,328,GSTNO27AALFT564301Z1
175,313,235,313,235,328,175,328,(10:13PM)
16,327,260,327,260,342,16,342,"COMPOSITION TAXABLEPERSON,NOT ELIGIBLE TO"
15,341,148,341,148,357,15,357,COLLECT TAX ON SUPPLIES
15,357,58,357,58,371,15,371,E.&O.E.
82,354,139,354,139,371,82,371,Thank You
168,354,237,354,237,372,168,372,Visit Again
14,371,30,371,30,386,14,386,AC
