83,14,232,14,232,68,83,68,easyday
20,85,161,85,161,103,20,103,Future Retail Limited
21,101,149,101,149,118,21,118,"SCO-135,SECTOR-3."
22,117,97,117,97,131,22,131,KURUKSHETRA
17,126,122,126,122,148,17,148,"HARYANA,136118"
91,151,236,151,236,187,91,187,Tax Invoice / Receipt
16,194,86,194,86,216,16,216,ItemName/
179,197,213,197,213,220,179,220,Sale
15,211,76,211,76,232,15,232,HSNCode
125,213,219,213,219,237,125,237,QtyUOMPrice
234,219,296,219,296,237,234,237,TotalAmt
14,241,146,241,146,272,14,272,BRIT CAK ORNGE 50g
201,251,224,251,224,270,201,270,S09
238,250,264,250,264,270,238,270,C09
21,264,73,264,73,282,21,282,19051000
136,263,171,263,171,286,136,286,2EA
191,264,230,264,230,286,191,286,15.00
265,267,303,267,303,286,265,286,30.00
19,282,88,282,88,300,19,300,SavingClub
174,283,224,283,224,301,174,301,10.00%
266,284,303,284,303,302,266,302,-3.00
20,314,54,314,54,333,20,333,TOTAL
83,311,149,311,149,335,83,335,2ITEM(S)
262,311,305,311,305,336,262,336,27.00
20,348,122,348,122,365,20,365,PLUTUSCredit/D
165,346,190,346,190,367,165,367,INR
263,347,302,347,302,366,263,366,27.00
21,364,128,364,128,381,21,381,木本**********3608
207,364,280,364,280,381,207,381,AUTHR17400
20,378,130,378,130,398,20,398,TITaxType%
146,380,196,380,196,398,146,398,TaxAmt
233,382,280,382,280,397,233,397,NetAmt
21,395,112,395,112,413,21,413,S099%SGST
164,396,196,396,196,415,164,415,2.06
248,394,288,394,288,414,248,414,24.94
22,413,43,413,43,425,22,425,600
59,413,80,413,80,425,59,425,9%
76,412,113,412,113,427,76,427,CGST
164,410,196,410,196,429,164,429,2.06
250,412,288,412,288,427,250,427,24.94
45,439,117,439,117,472,45,472,You Saved:
178,440,203,440,203,470,178,470,INR
248,441,282,441,282,471,248,471,3.00
20,488,165,488,165,501,20,501,GSTIN:06AADCB1093N1ZK
18,502,213,502,213,519,18,519,CINNo:L51909MH2007PLC268269
18,518,140,518,140,535,18,535,PAN NO:AADCB1093N
17,533,159,533,159,552,17,552,Authorized Signatory:
23,551,134,551,134,565,23,565,Customer Details
19,567,72,567,72,581,19,581,Card No:
145,565,239,565,239,582,145,582,62373494548700
19,581,105,581,105,598,19,598,Card Savings:
183,581,213,581,213,597,183,597,3.00
17,595,106,595,106,615,17,615,Card Balance:
155,594,213,594,213,615,155,615,33844.09
17,611,114,611,114,631,17,631,Customer Name:
143,613,219,613,219,630,143,630,nazir_ahmed
18,626,128,626,128,643,18,643,Customer Mob No:
142,627,213,627,213,644,142,644,9999276658
17,657,222,657,222,678,17,678,Thank you for shopping with us.
16,675,272,675,272,693,16,693,Have an Easyday!Please visit us again
18,692,274,692,274,706,18,706,Giveusyourfeedback0nPh:18002100088
17,707,277,707,277,725,17,725,Email:feedback.easydayefutureretail.in
15,721,202,721,202,744,15,744,Visitus on:www.easyday.in
21,737,55,737,55,755,21,755,DATE
73,739,276,739,276,756,73,756,TIMESTOREPOSEMPLTRANS
20,752,277,752,277,774,20,774,22.07.2208:4543472Jadu45888
21,769,250,769,250,790,21,790,Invoice No：43471209180020045888
31,832,269,832,269,846,31,846,660004347000020004588820180912083220
