23,5,214,5,214,16,23,16,Eeshan-ApnaHyderabadifoot
22,21,211,21,211,34,22,34,"BuildingNo 2,PeshwaComplex"
30,32,202,32,202,47,30,47,PlotNo84EastLaneBehind
73,44,158,44,158,60,73,60,"JoggersPark,"
46,55,183,55,183,72,46,72,"Viman Nagar,Pune-14"
23,68,204,68,204,83,23,83,"ph-8888924441,7887882293"
5,90,47,90,47,109,5,109,Nime:
13,121,95,121,95,137,13,137,e:24/07/22
113,123,158,123,158,138,113,138,PickUp
7,149,65,149,65,161,7,161,Cashier:1
115,149,197,149,197,162,115,162,BillNo.:30608
94,168,124,168,124,187,94,187,Qty.
135,172,165,172,165,184,135,184,Price
178,171,222,171,222,186,178,186,Amount
17,195,98,195,98,207,17,207,eshanSpecial
104,196,113,196,113,205,104,205,1
124,193,166,193,166,207,124,207,399.00
183,193,225,193,225,207,183,207,399.00
15,207,93,207,93,219,15,219,ncken Biryani
11,225,75,225,75,237,11,237,ittonDum
107,228,112,228,112,234,107,234,1
122,221,166,221,166,238,122,238,199.00
184,223,226,223,226,238,184,238,199.00
2,238,93,238,93,251,2,251,Eryani-Single
10,250,63,250,63,265,10,265,erves1]
21,277,98,277,98,297,21,297,TotalQty:2
111,280,165,280,165,292,111,292,Sub Total
184,278,227,278,227,293,184,293,598.00
48,292,96,292,96,310,48,310,@CGST
132,292,167,292,167,308,132,308,2.5%
190,291,229,291,229,308,190,308,14.95
51,309,93,309,93,320,51,320,@SGST
132,305,166,305,166,321,132,321,2.5%
193,305,229,305,229,320,193,320,14.95
81,334,138,334,138,345,81,345,Round off
189,332,230,332,230,346,189,346,+0.10
54,347,139,347,139,361,54,361,Grand Total
178,345,229,345,229,360,178,360,628.00
