1128,318,1651,318,1651,417,1128,417,Punjabi By Nature
707,427,1702,427,1702,556,707,556,"R405,4th Floor,Ambience Mal1,"
863,596,1543,596,1543,681,863,681,GSTIN:06AAPCA0423M1ZN
871,671,1401,671,1401,757,871,757,TIN06961846247
716,906,1058,906,1058,1005,716,1005,TYpe:TABLE
721,995,1199,995,1199,1080,721,1080,Table Nunber: 3
730,1168,1259,1168,1259,1226,730,1226,Bi11 No.:12--1382
721,1239,1413,1239,1413,1315,721,1315,Steard: Narayan Singh
726,1331,1357,1331,1357,1390,726,1390,Cashier:Jeet Gurgaon
721,1390,1474,1390,1474,1474,721,1474,Date:2022-08-21 15:40:01
726,1487,936,1487,936,1550,726,1550,Kotsis
717,1558,997,1558,997,1638,717,1638,Covers:1
1441,1695,1583,1695,1583,1791,1441,1791,Bty
1628,1688,1744,1688,1744,1764,1628,1764,Amt
722,1718,881,1718,881,1798,722,1798,itea
1638,1824,1888,1824,1888,1935,1638,1935,1385.00
725,1877,1165,1877,1165,1962,725,1962,TANDODRI RAAN
1668,1908,1893,1908,1893,2019,1668,2019,00°G61
721,1956,1397,1956,1397,2050,721,2050,PARMESAN GARLIC NAAN
725,2124,1067,2124,1067,2227,725,2227,Total Qty:
1652,2162,1908,2162,1908,2261,1652,2261,1580.00
729,2216,1041,2216,1041,2303,729,2303,SubTotal:
1796,2339,1924,2339,1924,2428,1796,2428,158
725,2372,1187,2372,1187,2471,725,2471,SERVICE CHARGE
1725,2426,1922,2426,1922,2525,1725,2525,86.91
722,2478,966,2478,966,2554,722,2554,SST85%
1542,2537,1727,2537,1727,2617,1542,2617,43.45
811,2553,1160,2553,1160,2638,811,2638,CGST Q2.5%
1542,2629,1727,2629,1727,2709,1542,2709,43.45
806,2636,1165,2636,1165,2740,806,2740,2528189
1774,2797,1946,2797,1946,2890,1774,2890,60°0
712,2817,1058,2817,1058,2920,712,2920,Round Off:
1791,2898,1942,2898,1942,2982,1791,2982,1825
721,2914,1397,2914,1397,3003,721,3003,Total Invoice Valuee
845,3094,1144,3094,1144,3193,845,3193,PAY:1825
1125,3289,1916,3289,1916,3373,1125,3373,"Thank you, visit again!"
683,3381,1955,3381,1955,3478,683,3478,Disclaimer - I was inforaed about the
816,3482,1929,3482,1929,3579,816,3579,"eryice charge as discretionary,"
687,3574,2080,3574,2080,3684,687,3684,I gave my consent to pay the service cha
700,3696,816,3696,816,3772,700,3772,rge
