116,56,468,56,468,87,116,87,SHREE SAI TRADERS
61,88,536,88,536,117,61,117,"4/39-40BEGAMPURA,ZAMPABAZAR"
84,128,508,128,508,152,84,152,"OPP.DR.KANTI B WALA,SURAT"
0,163,514,163,514,193,0,193,Phone:8160200673.9724532061
141,201,242,201,242,230,141,230,GSTIN :
29,277,181,277,181,309,29,309,Invoice No:
251,282,331,282,331,312,251,312,85/20
30,317,243,317,243,348,30,348,InvoiceDate:
235,323,517,323,517,348,235,348,20-07-202207:33PM
30,355,296,355,296,386,30,386,CustomerName Cash
13,425,151,425,151,459,13,459,Sl Product
270,436,322,436,322,462,270,462,QTY
357,434,427,434,427,468,357,468,Price
495,437,560,437,560,468,495,468,Amt.
20,501,211,501,211,532,20,532,1 MOONGDAL
276,507,451,507,451,538,276,538,0.500100.00
498,512,575,512,575,541,498,541,50.00
20,538,127,538,127,569,20,569,2.Basen
276,543,434,543,434,575,276,575,0.500 70.00
497,548,575,548,575,580,497,580,35.00
20,576,187,576,187,607,20,607,3 Desi Chana
275,581,433,581,433,612,275,612,0.250 60.00
499,588,574,588,574,617,499,617,15.00
20,614,191,614,191,644,20,644,4 Lal Chawali
274,619,432,619,432,651,274,651,0.250 90.00
496,625,574,625,574,656,496,656,22.50
391,657,453,657,453,685,391,685,Total
478,658,571,658,571,692,478,692,122.50
105,731,164,731,164,757,105,757,1.50
465,739,559,739,559,773,465,773,123.00
15,761,509,761,509,810,15,810,Rupeene Hundred Twenty Three Only
17,798,255,798,255,834,17,834,TotalGST:0.00
21,843,364,843,364,902,21,902,CASH:123.00
31,939,559,939,559,1003,31,1003,PHONEPER ORDERLEVAMA AAVSE
