275,17,428,17,428,44,275,44,GST INVOICE
154,36,547,36,547,74,154,74,RASSAGARSWEET HOUSE
154,92,533,92,533,125,154,125,"GS9SAGAR SHOPPINGCENTER,"
139,122,500,122,500,156,139,156,"SAHARADARWAJA,RING ROAD"
222,152,445,152,445,178,222,178,Phone：8460050974
82,170,587,170,587,208,82,208,Website:www.bikaji.inE-Mail :rassagargrou
184,200,484,200,484,231,184,231,GSTn0.24AEIPA2036A1ZH
16,227,225,227,225,257,16,257,Party Name:CAsH
17,253,112,253,112,278,17,278,GST No.
15,278,337,278,337,310,15,310,DateTime:29/07/202212:13
463,289,677,289,677,310,463,310,BillNo.:JXA009926
7,316,69,316,69,345,7,345,HSN.
96,320,227,320,227,353,96,353,Description
424,327,491,327,491,357,424,357,QtyF
478,327,670,327,670,353,478,353,Rate GsT% Amt
1,381,190,381,190,407,1,407,2106 PUN.SAMOSA
425,390,479,390,479,412,425,412,3.000
504,390,548,390,548,413,504,413,17.0
573,389,590,389,590,414,573,414,5
621,389,677,389,677,414,621,414,51.00
1,416,195,416,195,442,1,442,2106 DALKACHORI
425,426,479,426,479,447,425,447,2.000
504,425,547,425,547,448,504,448,17.0
572,426,588,426,588,448,572,448,6
622,427,675,427,675,449,622,449,34.00
13,448,111,448,111,476,13,476,ItemQty:
123,452,147,452,147,475,123,475,6
447,459,591,459,591,487,447,487,SUB TOTAL:
611,460,675,460,675,488,611,488,80.95
465,496,589,496,589,523,465,523,-Disc.Amt:
625,498,676,498,676,524,625,524,0.00
470,531,597,531,597,557,470,557,SGST Amt:
626,534,676,534,676,557,626,557,2.02
472,567,596,567,596,587,472,587,CGST Amt:
628,566,678,566,678,588,628,588,2.02
475,597,600,597,600,623,475,623,Round off:
628,598,680,598,680,624,628,624,0.00
441,631,590,631,590,659,441,659,G.TOTAL :
619,634,687,634,687,659,619,659,85.00
13,693,201,693,201,718,13,718,Rs.ElghtyFive Only
12,726,217,726,217,753,12,753,Terms & Conditions:-
11,764,282,764,282,787,11,787,"""FSSAINO.10718031000680"
