104,136,299,136,299,161,104,161,Avenue Supermarts Ltd
98,169,307,169,307,194,98,194,GSTIN：27AACCA8432H1ZQ
99,186,304,186,304,210,99,210,FSSAINO:11517011000035
133,222,286,222,286,240,133,240,DMART KANDIVALI1
44,240,171,240,171,256,44,256,Narmada Mall.
162,235,355,235,355,259,162,259,"Vasant Sagar Complex,"
69,251,332,251,332,274,69,274,"Thakur Village,Kandivali (E)"
131,269,281,269,281,290,131,290,Phone28463658
138,281,274,281,274,305,138,305,Fax：28463369
152,317,252,317,252,335,152,335,TAX INVOICE
30,332,127,332,127,357,30,357,Bill No:
116,330,272,330,272,355,116,355,401305013-001597
30,352,119,352,119,373,30,373,BillDt:
123,351,270,351,270,369,123,369,16/07/2022Vou.:
264,350,383,350,383,367,264,367,：S004013-0017
31,372,124,372,124,390,31,390,Cashier：
119,367,217,367,217,388,119,388,MAC/004408
252,366,313,366,313,388,252,388,Time:
324,368,384,368,384,385,324,385,4:22AM
18,400,177,400,177,425,18,425,HSN Particulars
178,401,216,401,216,424,178,424,Qty
259,401,303,401,303,425,259,425,Rate
342,402,396,402,396,425,342,425,Value
18,436,256,436,256,461,18,461,1CGST@0.00%SGSTQ0.00%
17,455,163,455,163,479,17,479,0713 MATKI-500g
249,456,302,456,302,479,249,479,57.00
344,456,396,456,396,479,344,479,57.00
17,474,180,474,180,498,17,498,0813 MAKHANA-100g
249,473,302,473,302,499,249,499,93.00
345,475,396,475,396,498,345,498,93.00
17,494,186,494,186,516,17,516,9968 HD/Convenien
195,496,216,496,216,514,195,514,16
260,495,300,495,300,515,260,515,3.00
345,492,397,492,397,516,345,516,48.00
17,512,201,512,201,535,17,535,2CGST@2.50%SGSTQ
195,518,219,518,219,531,195,531,2
214,515,255,515,255,534,214,534,.50%
17,529,182,529,182,554,17,554,0909 DHANIYA-100g
251,530,302,530,302,552,251,552,32.00
345,530,396,530,396,554,345,554,96.00
20,552,161,552,161,570,20,570,0910METHI-100g
252,549,302,549,302,572,252,572,13.00
345,548,397,548,397,571,345,571,13.00
18,567,180,567,180,590,18,590,1101AASHIRV-10kg
239,565,302,565,302,592,239,592,425.00
336,566,397,566,397,590,336,590,425.00
20,589,201,589,201,606,20,606,3CGST@6.00%SGST
192,585,256,585,256,607,192,607,6.00%
20,608,178,608,178,625,20,625,0813JARDALU-100g
251,606,302,606,302,625,251,625,57.50
345,604,398,604,398,626,345,626,57.50
20,626,170,626,170,644,20,644,2103 CHINGS-200g
345,622,398,622,398,646,345,646,45.00
245,640,303,640,303,665,245,665,32.00
345,639,400,639,400,666,345,666,32.00
201,662,256,662,256,681,201,681,9.00%
17,680,180,680,180,701,17,701,1905 BRITANN-150g
252,679,303,679,303,701,252,701,31.00
346,680,398,680,398,702,346,702,31.00
17,700,178,700,178,717,17,717,1905BRITANN-300g
252,698,304,698,304,720,252,720,36.00
347,696,400,696,400,720,347,720,36.00
17,717,180,717,180,740,17,740,1905 SUNFEAS-300g
247,719,303,719,303,738,247,738,104.00
341,718,401,718,401,740,341,740,104.00
18,735,179,735,179,756,18,756,1905 PARLEG-800g
252,736,304,736,304,759,252,759,65.00
347,736,402,736,402,759,347,759,65.00
13,752,180,752,180,779,13,779,4818CLEAN PLUSP
252,754,304,754,304,778,252,778,21.00
347,755,402,755,402,778,347,778,21.00
14,775,223,775,223,796,14,796,SALE ROUND OFF ACC(-)
355,775,402,775,402,798,355,798,0.50
16,818,72,818,72,836,16,836,Items:
88,815,159,815,159,836,88,836,14Qty:
231,816,273,816,273,835,231,835,Amt:
330,812,404,812,404,839,330,839,1123.00
10,854,242,854,242,876,10,876,<--GST Breakup Details
283,855,398,855,398,876,283,876,(AmountINR)
9,895,124,895,124,916,9,916,GSTTaxable
133,892,178,892,178,916,133,916,CGST
205,892,247,892,247,916,205,916,SGST
273,892,319,892,319,918,273,918,CESS
342,894,393,894,393,916,342,916,Total
9,913,92,913,92,939,9,939,IND Amt
351,916,387,916,387,939,351,939,Amt
48,956,110,956,110,975,48,975,198.00
346,956,405,956,405,975,346,975,198.00
47,974,112,974,112,996,47,996,508.58
193,967,250,967,250,1000,193,1000,12.71
345,976,406,976,406,995,345,995,534.00
48,995,112,995,112,1018,48,1018,120.08
130,988,179,988,179,1017,130,1017,7.21
202,990,249,990,249,1018,202,1018,7.21
346,995,409,995,409,1018,346,1018,134.50
48,1016,112,1016,112,1035,48,1035,217.80
124,1016,179,1016,179,1035,124,1035,19.60
196,1014,248,1014,248,1036,196,1036,19.60
345,1015,409,1015,409,1039,345,1039,257.00
37,1056,114,1056,114,1078,37,1078,1044.46
103,1058,248,1058,248,1079,103,1079,639.5239.52
337,1053,411,1053,411,1083,337,1083,1123.50
73,1097,323,1097,323,1120,73,1120,AmountRecd From Dustomer
57,1128,193,1128,193,1159,57,1159,HOME DELIVERY
306,1139,408,1139,408,1165,306,1165,1123.00/-
36,1163,332,1163,332,1197,36,1197,**SavedRs.163.00/-0n MRP
