916,690,1592,690,1592,843,916,843,**Tax Invoice**
960,825,1557,825,1557,955,960,955,CIN:U51909DL2005PTC131891
831,871,1725,871,1725,1031,831,1031,"Regd. Office Address- G-1, Ground Floor"
840,930,1755,930,1755,1086,840,1086,"1, Kilokri, New Deihi, PIN Code-110014"
973,1015,1531,1015,1531,1132,973,1132,Contact: +91 8130290983
840,1061,1763,1061,1763,1203,840,1203,Email :custonersupport@narcheretail.com
1291,1132,1956,1132,1956,1249,1291,1249,Cashier Name: CHANDRA PRAKA
677,1217,1006,1217,1006,1295,677,1295,Store Address:
677,1246,1282,1246,1282,1363,677,1363,fssai no.-10819005000814
681,1283,1484,1283,1484,1426,681,1426,"Unit No. A6, Upper Ground Floor, Aa"
1044,1394,1113,1394,1113,1445,1044,1445,HR
696,1415,889,1415,889,1462,696,1462,Gurugram
1691,1536,1900,1536,1900,1614,1691,1614,07:29 PM
1362,1562,1606,1562,1606,1621,1362,1621,19-08-2022
687,1575,1284,1575,1284,1634,687,1634,Cash Meno-LNRD-RD02-042647
776,1641,1122,1641,1122,1727,776,1727,OUTTENNAME
687,1659,777,1659,777,1726,687,1726,HSN
687,1781,872,1781,872,1840,687,1840,380891
686,1935,852,1935,852,2005,686,2005,821210
898,1953,1619,1953,1619,2012,898,2012,GILLETTE FUSION POWER RAZOR 1S
1787,1995,1929,1995,1929,2066,1787,2066,499.00
1271,2016,1375,2016,1375,2079,1271,2079,1. 00 
1491,2008,1637,2008,1637,2066,1491,2066,499.00
696,2125,850,2125,850,2184,696,2184,380891
902,2121,1525,2121,1525,2192,902,2192,GDOMOS MOSQ REP SPRAY 10OML
1808,2171,1937,2171,1937,2251,1808,2251,99. 60
1276,2188,1379,2188,1379,2251,1276,2251,1. 00 
1508,2184,1641,2184,1641,2247,1508,2247,99.00
700,2314,924,2314,924,2373,700,2373,220110
898,2314,1327,2314,1327,2373,898,2373,Bisleri Water lLtr
1267,2369,1383,2369,1383,2432,1267,2432,3.00
1516,2365,1649,2365,1649,2432,1516,2432,20.00
1804,2360,1937,2360,1937,2428,1804,2428,60.00
777,2545,1229,2545,1229,2617,777,2617,Tota16.00
1628,2545,1920,2545,1920,2617,1628,2617,883.00
782,2612,997,2612,997,2671,782,2671,Sub Total
1796,2612,1946,2612,1946,2675,1796,2675,748.30
775,2657,891,2657,891,2736,775,2736,CESS
1147,2680,1259,2680,1259,2747,1147,2747,0.00
1824,2670,1952,2670,1952,2748,1824,2748,0.00
782,2726,893,2726,893,2793,782,2793,CGST
1140,2732,1261,2732,1261,2812,1140,2812,9.00
1821,2743,1954,2743,1954,2806,1821,2806,67.35
775,2775,887,2775,887,2858,775,2858,SGST
1147,2806,1259,2806,1259,2873,1147,2873,9.00
1821,2806,1959,2806,1959,2869,1821,2869,67.35
782,2885,984,2885,984,2944,782,2944,Rounding
1847,2902,1967,2902,1967,2965,1847,2965,0.00
781,2939,1122,2939,1122,3012,781,3012,Plutus-Offline
1804,2969,1972,2969,1972,3028,1804,3028,883.00
716,3124,1165,3124,1165,3201,716,3201,Terms & Conditions:
712,3183,1578,3183,1578,3294,712,3294,1. Prices are inclusive of all taxes.
704,3313,1938,3313,1938,3419,704,3419,not offering any return/exchange till further notice
708,3405,1560,3405,1560,3508,708,3508,Thank you for shopping at Le Marche.
703,3472,1230,3472,1230,3575,703,3575,Please visit us again!
