69,11,256,11,256,32,69,32,FOCD INN FINE DINE
125,31,203,31,203,50,125,50,Proprietor
70,51,254,51,254,65,70,65,PERENNIA RESTAURANT
29,78,276,78,276,93,29,93,GF-1.MOHNLII.OPP.GANDHIGRAM
53,94,250,94,250,111,53,111,RAILWAYSTATIONASHRAM
57,110,251,110,251,127,57,127,"ROAD,AHMEDABAD-380009"
40,126,261,126,261,145,40,145,Ph.079-:65841110/5110/6110
82,145,230,145,230,161,82,161,Mo+919099881110
108,167,214,167,214,185,108,185,TAXINVOICE
16,201,89,201,89,222,16,222,Iill No.
110,203,160,203,160,222,110,222,38391
13,238,85,238,85,258,13,258,T.ble No
96,239,125,239,125,259,96,259,HH
153,240,193,240,193,259,153,259,Date
203,240,295,240,295,259,203,259,01/08/2022
18,280,94,280,94,294,18,294,Discription
167,280,200,280,200,298,167,298,QTY
202,280,236,280,236,296,202,296,Rate
251,280,307,280,307,298,251,298,Amount
16,311,164,311,164,327,16,327,LSSI(SWEEORSAL
181,315,190,315,190,326,181,326,6
212,313,239,313,239,329,212,329,100
279,314,307,314,307,329,279,329,600
17,332,107,332,107,347,17,347,BITTERMILF
180,333,193,333,193,349,180,349,1
219,332,240,332,240,349,219,349,40
285,333,307,333,307,350,285,350,40
15,351,164,351,164,366,15,366,CORNVEGETABLESC
180,354,192,354,192,368,180,368,3
212,353,239,353,239,369,212,369,110
279,354,307,354,307,370,279,370,330
16,372,153,372,153,387,16,387,N.VRATANIORMA
181,375,190,375,190,387,181,387,1
212,373,239,373,239,390,212,390,230
279,375,307,375,307,391,279,391,230
16,392,93,392,93,406,16,406,D.LFRIED
180,393,192,393,192,409,180,409,2
212,394,239,394,239,409,212,409,160
279,395,307,395,307,411,279,411,320
17,411,105,411,105,426,17,426,RE(PLAIN)
180,413,192,413,192,429,180,429,1
212,413,239,413,239,430,212,430,130
278,415,306,415,306,430,278,430,130
18,431,105,431,105,445,18,445,RUTI(PLAIN)
178,432,191,432,191,447,178,447,4
218,432,239,432,239,449,218,449,25
277,433,305,433,305,449,277,449,100
107,459,167,459,167,476,107,476,Total Rs.
266,462,304,462,304,477,266,477,1750
76,501,183,501,183,522,76,522,CGST@2.5%
264,504,309,504,309,522,264,522,43.75
76,524,183,524,183,546,76,546,SGST@2.5%
263,527,309,527,309,546,263,546,43.75
19,550,88,550,88,575,19,575,Niet Rs.
262,559,305,559,305,578,262,578,1838
